time,value1,value2
2022-10-08 18:16:32.264376,0.0,1.0
2022-10-08 18:16:32.365915,0.8414709848078965,0.5403023058681398
2022-10-08 18:16:32.473390,0.9092974268256817,-0.4161468365471424
2022-10-08 18:16:32.587146,0.1411200080598672,-0.9899924966004454
2022-10-08 18:16:32.697739,-0.7568024953079282,-0.6536436208636119
2022-10-08 18:16:32.808060,-0.9589242746631385,0.28366218546322625
2022-10-08 18:16:32.927115,-0.27941549819892586,0.960170286650366
2022-10-08 18:16:33.036963,0.6569865987187891,0.7539022543433046
2022-10-08 18:16:33.159632,0.9893582466233818,-0.14550003380861354
2022-10-08 18:16:33.262209,0.4121184852417566,-0.9111302618846769
2022-10-08 18:16:33.372385,-0.5440211108893698,-0.8390715290764524
2022-10-08 18:16:33.480249,-0.9999902065507035,0.004425697988050785
2022-10-08 18:16:33.589776,-0.5365729180004349,0.8438539587324921
2022-10-08 18:16:33.698728,0.4201670368266409,0.9074467814501962
2022-10-08 18:16:33.802979,0.9906073556948704,0.1367372182078336
2022-10-08 18:16:33.912522,0.6502878401571168,-0.7596879128588213
2022-10-08 18:16:34.021171,-0.2879033166650653,-0.9576594803233847
2022-10-08 18:16:34.124402,-0.9613974918795568,-0.27516333805159693
2022-10-08 18:16:34.232924,-0.7509872467716762,0.6603167082440802
2022-10-08 18:16:34.349576,0.14987720966295234,0.9887046181866692
2022-10-08 18:16:34.449586,0.9129452507276277,0.40808206181339196
2022-10-08 18:16:34.558291,0.8366556385360561,-0.5477292602242684
2022-10-08 18:16:34.667361,-0.008851309290403876,-0.9999608263946371
2022-10-08 18:16:34.776473,-0.8462204041751706,-0.5328330203333975
2022-10-08 18:16:34.886434,-0.9055783620066238,0.424179007336997
2022-10-08 18:16:34.992919,-0.13235175009777303,0.9912028118634736
2022-10-08 18:16:35.103490,0.7625584504796027,0.6469193223286404
2022-10-08 18:16:35.212137,0.956375928404503,-0.2921388087338362
2022-10-08 18:16:35.322181,0.27090578830786904,-0.9626058663135666
2022-10-08 18:16:35.431564,-0.6636338842129675,-0.7480575296890004
2022-10-08 18:16:35.540583,-0.9880316240928618,0.15425144988758405
2022-10-08 18:16:35.648443,-0.404037645323065,0.9147423578045313
2022-10-08 18:16:35.756279,0.5514266812416906,0.8342233605065102
2022-10-08 18:16:35.864332,0.9999118601072672,-0.013276747223059479
2022-10-08 18:16:35.974260,0.5290826861200238,-0.8485702747846052
2022-10-08 18:16:36.083158,-0.428182669496151,-0.9036922050915067
2022-10-08 18:16:36.192624,-0.9917788534431158,-0.12796368962740468
2022-10-08 18:16:36.301591,-0.6435381333569995,0.7654140519453434
2022-10-08 18:16:36.409672,0.2963685787093853,0.9550736440472949
2022-10-08 18:16:36.520053,0.9637953862840878,0.26664293235993725
2022-10-08 18:16:36.629735,0.7451131604793488,-0.6669380616522619
2022-10-08 18:16:36.738864,-0.158622668804709,-0.9873392775238264
2022-10-08 18:16:36.846070,-0.9165215479156338,-0.39998531498835127
2022-10-08 18:16:36.956121,-0.8317747426285983,0.5551133015206257
2022-10-08 18:16:37.064391,0.017701925105413577,0.9998433086476912
2022-10-08 18:16:37.176252,0.8509035245341184,0.5253219888177297
2022-10-08 18:16:37.286281,0.9017883476488092,-0.4321779448847783
2022-10-08 18:16:37.395118,0.123573122745224,-0.9923354691509287
2022-10-08 18:16:37.502746,-0.7682546613236668,-0.6401443394691997
2022-10-08 18:16:37.611445,-0.9537526527594719,0.3005925437436371
2022-10-08 18:16:37.720647,-0.26237485370392877,0.9649660284921133
2022-10-08 18:16:37.828869,0.6702291758433747,0.7421541968137826
2022-10-08 18:16:37.939047,0.9866275920404853,-0.16299078079570548
2022-10-08 18:16:38.047784,0.39592515018183416,-0.9182827862121189
2022-10-08 18:16:38.156520,-0.5587890488516163,-0.8293098328631502
2022-10-08 18:16:38.267091,-0.9997551733586199,0.022126756261955736
2022-10-08 18:16:38.375538,-0.5215510020869119,0.853220107722584
2022-10-08 18:16:38.483649,0.43616475524782494,0.8998668269691937
2022-10-08 18:16:38.593916,0.9928726480845371,0.11918013544881928
2022-10-08 18:16:38.702462,0.6367380071391379,-0.7710802229758452
2022-10-08 18:16:38.809721,-0.3048106211022167,-0.9524129804151563
2022-10-08 18:16:38.918053,-0.9661177700083929,-0.25810163593826746
2022-10-08 18:16:39.026380,-0.7391806966492228,0.6735071623235862
2022-10-08 18:16:39.136328,0.16735570030280691,0.9858965815825497
2022-10-08 18:16:39.246906,0.9200260381967907,0.39185723042955
2022-10-08 18:16:39.356289,0.8268286794901034,-0.562453851238172
2022-10-08 18:16:39.466166,-0.026551154023966794,-0.99964745596635
2022-10-08 18:16:39.572839,-0.8555199789753223,-0.5177697997895051
2022-10-08 18:16:39.680548,-0.8979276806892913,0.4401430224960407
2022-10-08 18:16:39.790065,-0.11478481378318722,0.9933903797222716
2022-10-08 18:16:39.899311,0.7738906815578891,0.6333192030862999
2022-10-08 18:16:40.008545,0.9510546532543747,-0.3090227281660707
2022-10-08 18:16:40.117123,0.25382336276203626,-0.9672505882738824
2022-10-08 18:16:40.225688,-0.6767719568873076,-0.7361927182273159
2022-10-08 18:16:40.335356,-0.9851462604682474,0.17171734183077755
2022-10-08 18:16:40.444696,-0.38778163540943045,0.9217512697247493
2022-10-08 18:16:40.553264,0.5661076368981803,0.8243313311075577
2022-10-08 18:16:40.661969,0.9995201585807313,-0.03097503173121646
2022-10-08 18:16:40.770790,0.5139784559875352,-0.8578030932449878
2022-10-08 18:16:40.882065,-0.4441126687075084,-0.8959709467909631
2022-10-08 18:16:40.990516,-0.9938886539233752,-0.11038724383904756
2022-10-08 18:16:41.102760,-0.6298879942744539,0.7766859820216312
2022-10-08 18:16:41.212878,0.31322878243308516,0.9496776978825432
2022-10-08 18:16:41.321615,0.9683644611001854,0.24954011797333814
2022-10-08 18:16:41.430765,0.7331903200732922,-0.6800234955873388
2022-10-08 18:16:41.539380,-0.1760756199485871,-0.9843766433940419
2022-10-08 18:16:41.647879,-0.9234584470040598,-0.38369844494974187
2022-10-08 18:16:41.757557,-0.8218178366308225,0.569750334265312
2022-10-08 18:16:41.868101,0.03539830273366068,0.9993732836951247
2022-10-08 18:16:41.976181,0.8600694058124532,0.5101770449416689
2022-10-08 18:16:42.085212,0.8939966636005579,-0.4480736161291701
2022-10-08 18:16:42.194524,0.10598751175115685,-0.9943674609282015
2022-10-08 18:16:42.303499,-0.7794660696158047,-0.626444447910339
2022-10-08 18:16:42.411987,-0.9482821412699473,0.31742870151970165
2022-10-08 18:16:42.521223,-0.24525198546765434,0.9694593666699876
2022-10-08 18:16:42.628054,0.683261714736121,0.7301735609948197
2022-10-08 18:16:42.737507,0.9835877454343449,-0.18043044929108396
2022-10-08 18:16:42.846329,0.3796077390275217,-0.9251475365964139
2022-10-08 18:16:42.955542,-0.5733818719904229,-0.8192882452914593
2022-10-08 18:16:43.064581,-0.9992068341863537,0.0398208803931389
2022-10-08 18:16:43.174099,-0.5063656411097588,0.8623188722876839
2022-10-08 18:16:43.282664,0.45202578717835057,0.8920048697881602
2022-10-08 18:16:43.392302,0.9948267913584063,0.10158570369662134
2022-10-08 18:16:43.500057,0.6229886314423488,-0.7822308898871159
2022-10-08 18:16:43.607512,-0.32162240316253093,-0.9468680107512125
2022-10-08 18:16:43.715894,-0.9705352835374847,-0.24095904923620143
2022-10-08 18:16:43.823286,-0.7271425000808526,0.6864865509069841
2022-10-08 18:16:43.932864,0.18478174456066745,0.9827795820412206
2022-10-08 18:16:44.042444,0.926818505417785,0.3755095977670121
2022-10-08 18:16:44.151166,0.8167426066363169,-0.577002178942952
2022-10-08 18:16:44.259477,-0.044242678085070965,-0.999020813314648
2022-10-08 18:16:44.369425,-0.8645514486106083,-0.5025443191453852
2022-10-08 18:16:44.478379,-0.8899956043668333,0.4559691044442761
2022-10-08 18:16:44.587032,-0.09718190589320902,0.9952666362171313
2022-10-08 18:16:44.697960,0.7849803886813105,0.6195206125592099
2022-10-08 18:16:44.805918,0.9454353340247703,-0.3258098052199642
2022-10-08 18:16:44.914800,0.23666139336428604,-0.9715921906288022
2022-10-08 18:16:45.022280,-0.689697940935389,-0.7240971967004738
2022-10-08 18:16:45.131318,-0.9819521690440836,0.1891294205289584
2022-10-08 18:16:45.240809,-0.3714041014380902,0.9284713207390763
2022-10-08 18:16:45.350629,0.5806111842123143,0.8141809705265618
2022-10-08 18:16:45.459646,0.9988152247235795,-0.04866360920015389
2022-10-08 18:16:45.569126,0.4987131538963941,-0.8667670910519801
2022-10-08 18:16:45.679713,-0.45990349068959124,-0.8879689066918555
2022-10-08 18:16:45.788764,-0.9956869868891794,-0.09277620459766088
2022-10-08 18:16:45.898354,-0.6160404591886565,0.7877145121442345
2022-10-08 18:16:46.006603,0.329990825673782,0.9439841391523142
2022-10-08 18:16:46.117213,0.972630067242408,0.23235910202965793
2022-10-08 18:16:46.227559,0.7210377105017316,-0.6928958219201651
2022-10-08 18:16:46.337286,-0.19347339203846847,-0.9811055226493881
2022-10-08 18:16:46.446530,-0.9301059501867618,-0.3672913304546965
2022-10-08 18:16:46.557224,-0.8116033871367005,0.5842088171092893
2022-10-08 18:16:46.665457,0.05308358714605824,0.9985900724399912
2022-10-08 18:16:46.776410,0.8689657562142357,0.4948722204034305
2022-10-08 18:16:46.887721,0.8859248164599484,-0.4638288688518717
2022-10-08 18:16:46.998760,0.08836868610400143,-0.9960878351411849
2022-10-08 18:16:47.107700,-0.7904332067228887,-0.6125482394960996
2022-10-08 18:16:47.218321,-0.9425144545582509,0.33416538263076073
2022-10-08 18:16:47.326680,-0.2280522595008612,0.9736488930495181
2022-10-08 18:16:47.436815,0.6960801312247415,0.717964101410472
2022-10-08 18:16:47.547917,0.9802396594403116,-0.19781357400426822
2022-10-08 18:16:47.657022,0.363171365373259,-0.9317223617435201
2022-10-08 18:16:47.766949,-0.5877950071674065,-0.8090099069535975
2022-10-08 18:16:47.874743,-0.9983453608739179,0.05750252534912421
2022-10-08 18:16:47.983989,-0.49102159389846933,0.8711474010323434
2022-10-08 18:16:48.091820,0.4677451620451334,0.8838633737085002
2022-10-08 18:16:48.201842,0.9964691731217737,0.08395943674184847
2022-10-08 18:16:48.311577,0.6090440218832924,-0.7931364191664784
2022-10-08 18:16:48.420954,-0.3383333943242765,-0.9410263090291437
2022-10-08 18:16:48.527920,-0.9746486480944947,-0.22374095013558368
2022-10-08 18:16:48.637663,-0.7148764296291646,0.6992508064783751
2022-10-08 18:16:48.747559,0.20214988141565363,0.9793545963764285
2022-10-08 18:16:48.855704,0.933320523748862,0.35904428689111606
2022-10-08 18:16:48.962966,0.8064005807754863,-0.5913696841443247
2022-10-08 18:16:49.070749,-0.06192033725605731,-0.9980810948185003
2022-10-08 18:16:49.180163,-0.8733119827746476,-0.48716134980334147
2022-10-08 18:16:49.289153,-0.8817846188147811,0.47165229356133864
2022-10-08 18:16:49.399545,-0.0795485428747221,0.9968309933617175
2022-10-08 18:16:49.509484,0.7958240965274552,0.6055278749869898
2022-10-08 18:16:49.618277,0.9395197317131483,-0.34249477911590703
2022-10-08 18:16:49.726627,0.21942525837900473,-0.9756293127952373
2022-10-08 18:16:49.835905,-0.702407785577371,-0.7117747556357236
2022-10-08 18:16:49.943898,-0.9784503507933796,0.20648222933781113
2022-10-08 18:16:50.053600,-0.35491017584493534,0.9349004048997503
2022-10-08 18:16:50.162158,0.5949327780232085,0.803775459710974
2022-10-08 18:16:50.271176,0.9977972794498907,-0.06633693633562374
2022-10-08 18:16:50.380875,0.48329156372825655,-0.875459459043705
2022-10-08 18:16:50.489337,-0.47555018687189876,-0.8796885924951523
2022-10-08 18:16:50.599556,-0.9971732887740798,-0.07513609089835323
2022-10-08 18:16:50.704447,-0.6019998676776046,0.7984961861625556
2022-10-08 18:16:50.811844,0.3466494554970303,0.9379947521194415
2022-10-08 18:16:50.919745,0.9765908679435658,0.21510526876214117
